grid_id,Species_richness_hal,lon,lat,Remoteness,aus_coastline,Ecoregion
36,2,113.25,-26.25,615.0654107659342,5,Mediterranean Forests
103,6,113.75,-26.75,671.8125922424402,5,Mediterranean Forests
107,8,113.75,-24.75,608.4033881532638,5,Deserts & Xeric Shrublands
108,8,113.75,-24.25,748.0894925381356,5,Deserts & Xeric Shrublands
109,8,113.75,-23.75,743.5854585541633,5,Deserts & Xeric Shrublands
169,9,114.25,-27.75,366.79663588824496,5,Mediterranean Forests
170,8,114.25,-27.25,565.2670558238069,5,Mediterranean Forests
171,6,114.25,-26.75,660.2066814758114,5,Deserts & Xeric Shrublands
172,8,114.25,-26.25,483.12926711774656,5,Deserts & Xeric Shrublands
173,7,114.25,-25.75,539.4349480349792,5,Deserts & Xeric Shrublands
174,8,114.25,-25.25,654.8952093323568,5,Deserts & Xeric Shrublands
175,8,114.25,-24.75,667.1419046694097,5,Deserts & Xeric Shrublands
176,8,114.25,-24.25,705.766643748327,5,Deserts & Xeric Shrublands
177,8,114.25,-23.75,704.7635858134313,5,Deserts & Xeric Shrublands
178,8,114.25,-23.25,779.5858645558197,5,Deserts & Xeric Shrublands
179,8,114.25,-22.75,824.9148360547791,5,Deserts & Xeric Shrublands
235,8,114.75,-28.75,266.99680050701596,5,Mediterranean Forests
236,10,114.75,-28.25,322.47797800043236,5,Mediterranean Forests
237,8,114.75,-27.75,379.75452676661945,5,Mediterranean Forests
238,9,114.75,-27.25,490.98850809325194,5,Mediterranean Forests
239,6,114.75,-26.75,554.9691747593245,5,Deserts & Xeric Shrublands
240,7,114.75,-26.25,695.5374195442649,5,Deserts & Xeric Shrublands
241,7,114.75,-25.75,808.0262358670581,5,Deserts & Xeric Shrublands
242,7,114.75,-25.25,727.5099559399414,5,Deserts & Xeric Shrublands
243,7,114.75,-24.75,711.2276775814651,5,Deserts & Xeric Shrublands
244,7,114.75,-24.25,797.212504713487,5,Deserts & Xeric Shrublands
245,8,114.75,-23.75,829.8052150979014,5,Deserts & Xeric Shrublands
246,8,114.75,-23.25,833.8634724364297,5,Deserts & Xeric Shrublands
247,7,114.75,-22.75,836.3351294364287,5,Deserts & Xeric Shrublands
248,8,114.75,-22.25,1067.9528539272644,5,Deserts & Xeric Shrublands
292,10,115.25,-34.25,160.61466209018462,5,Mediterranean Forests
293,11,115.25,-33.75,129.76645200906617,5,Mediterranean Forests
299,10,115.25,-30.75,120.73407138323684,5,Mediterranean Forests
300,9,115.25,-30.25,148.537082819219,5,Mediterranean Forests
301,9,115.25,-29.75,202.60280171957726,5,Mediterranean Forests
302,10,115.25,-29.25,240.0521553826218,5,Mediterranean Forests
303,9,115.25,-28.75,286.37605432700866,5,Mediterranean Forests
304,8,115.25,-28.25,396.46418775327874,5,Mediterranean Forests
305,8,115.25,-27.75,525.8919002098709,5,Deserts & Xeric Shrublands
306,7,115.25,-27.25,620.1918372964876,5,Deserts & Xeric Shrublands
307,8,115.25,-26.75,704.0082177246053,5,Deserts & Xeric Shrublands
308,6,115.25,-26.25,804.1287440635862,5,Deserts & Xeric Shrublands
309,6,115.25,-25.75,921.8168720049152,5,Deserts & Xeric Shrublands
310,7,115.25,-25.25,696.6575626600102,5,Deserts & Xeric Shrublands
311,7,115.25,-24.75,748.2993735495658,5,Deserts & Xeric Shrublands
312,7,115.25,-24.25,864.4058498438504,5,Deserts & Xeric Shrublands
313,8,115.25,-23.75,807.5427663672108,5,Deserts & Xeric Shrublands
314,8,115.25,-23.25,968.3178395917727,5,Deserts & Xeric Shrublands
315,6,115.25,-22.75,884.7679746435431,5,Deserts & Xeric Shrublands
316,6,115.25,-22.25,952.1487661107784,5,Deserts & Xeric Shrublands
317,6,115.25,-21.75,983.4242551185542,5,Deserts & Xeric Shrublands
360,11,115.75,-34.25,167.14031231952978,5,Mediterranean Forests
361,14,115.75,-33.75,121.95268810508885,5,Mediterranean Forests
362,11,115.75,-33.25,74.52294198586804,5,Mediterranean Forests
363,12,115.75,-32.75,39.11421870991374,5,Mediterranean Forests
365,12,115.75,-31.75,12.090615135479203,5,Mediterranean Forests
366,11,115.75,-31.25,64.51801947265076,5,Mediterranean Forests
367,12,115.75,-30.75,114.24435814446674,5,Mediterranean Forests
368,9,115.75,-30.25,173.60923093665556,5,Mediterranean Forests
369,5,115.75,-29.75,206.33367138952994,5,Mediterranean Forests
370,8,115.75,-29.25,228.83806347167763,5,Mediterranean Forests
371,8,115.75,-28.75,279.43065585872426,5,Mediterranean Forests
372,8,115.75,-28.25,355.5861180157052,5,Mediterranean Forests
373,7,115.75,-27.75,431.84250986566457,5,Mediterranean Forests
374,6,115.75,-27.25,503.4410454973987,5,Deserts & Xeric Shrublands
375,6,115.75,-26.75,524.1181895124768,5,Deserts & Xeric Shrublands
376,6,115.75,-26.25,678.4175784302965,5,Deserts & Xeric Shrublands
377,6,115.75,-25.75,757.0250301028667,5,Deserts & Xeric Shrublands
378,7,115.75,-25.25,606.7161596412207,5,Deserts & Xeric Shrublands
379,7,115.75,-24.75,757.9648824536789,5,Deserts & Xeric Shrublands
380,8,115.75,-24.25,842.7893481210594,5,Deserts & Xeric Shrublands
381,8,115.75,-23.75,874.082446567624,5,Deserts & Xeric Shrublands
382,8,115.75,-23.25,1202.1974181342612,5,Deserts & Xeric Shrublands
383,5,115.75,-22.75,974.9612939813273,5,Deserts & Xeric Shrublands
384,4,115.75,-22.25,906.0271123976029,5,Deserts & Xeric Shrublands
385,6,115.75,-21.75,926.9541242681447,5,Deserts & Xeric Shrublands
427,11,116.25,-34.75,215.66778599194515,5,Mediterranean Forests
428,12,116.25,-34.25,166.49987442186244,5,Mediterranean Forests
429,16,116.25,-33.75,133.39537642664465,5,Mediterranean Forests
430,15,116.25,-33.25,107.75855353986414,5,Mediterranean Forests
431,13,116.25,-32.75,72.6492872974088,5,Mediterranean Forests
432,14,116.25,-32.25,39.9406244071697,5,Mediterranean Forests
433,13,116.25,-31.75,33.29109726033883,5,Mediterranean Forests
434,13,116.25,-31.25,68.23790332522704,5,Mediterranean Forests
435,7,116.25,-30.75,103.92545324195528,5,Mediterranean Forests
436,6,116.25,-30.25,153.04308343248707,5,Mediterranean Forests
437,6,116.25,-29.75,193.8864232056168,5,Mediterranean Forests
438,8,116.25,-29.25,261.31695855518444,5,Mediterranean Forests
439,8,116.25,-28.75,329.06322961320734,5,Mediterranean Forests
440,8,116.25,-28.25,393.7272303039045,5,Mediterranean Forests
441,6,116.25,-27.75,599.430092133581,5,Deserts & Xeric Shrublands
442,7,116.25,-27.25,565.1062277000311,5,Deserts & Xeric Shrublands
443,6,116.25,-26.75,590.7500474106043,5,Deserts & Xeric Shrublands
444,6,116.25,-26.25,581.4562684570095,5,Deserts & Xeric Shrublands
445,6,116.25,-25.75,675.4946021336856,5,Deserts & Xeric Shrublands
446,7,116.25,-25.25,691.6266263390667,5,Deserts & Xeric Shrublands
447,7,116.25,-24.75,716.7792020097097,5,Deserts & Xeric Shrublands
448,8,116.25,-24.25,701.3959304051474,5,Deserts & Xeric Shrublands
449,8,116.25,-23.75,870.1926093808727,5,Deserts & Xeric Shrublands
450,7,116.25,-23.25,1116.9369019074684,5,Deserts & Xeric Shrublands
451,6,116.25,-22.75,949.0445124633974,5,Deserts & Xeric Shrublands
452,4,116.25,-22.25,1032.5168935279187,5,Deserts & Xeric Shrublands
453,6,116.25,-21.75,975.4259825703533,5,Deserts & Xeric Shrublands
454,5,116.25,-21.25,1014.2899603098617,5,Deserts & Xeric Shrublands
495,12,116.75,-34.75,249.94176365320058,5,Mediterranean Forests
496,14,116.75,-34.25,191.3344996917792,5,Mediterranean Forests
497,15,116.75,-33.75,157.1213287331009,5,Mediterranean Forests
498,12,116.75,-33.25,115.96857546827081,5,Mediterranean Forests
499,13,116.75,-32.75,90.51878907261234,5,Mediterranean Forests
500,10,116.75,-32.25,78.74733886428989,5,Mediterranean Forests
501,8,116.75,-31.75,63.08250793862822,5,Mediterranean Forests
502,7,116.75,-31.25,86.95233465786819,5,Mediterranean Forests
503,7,116.75,-30.75,125.44365755224973,5,Mediterranean Forests
504,7,116.75,-30.25,166.981420156778,5,Mediterranean Forests
505,8,116.75,-29.75,233.07263451337295,5,Mediterranean Forests
506,9,116.75,-29.25,351.98397019070086,5,Mediterranean Forests
507,9,116.75,-28.75,444.01145914580803,5,Mediterranean Forests
508,7,116.75,-28.25,384.037532085775,5,Mediterranean Forests
509,7,116.75,-27.75,577.9166231418147,5,Deserts & Xeric Shrublands
510,7,116.75,-27.25,782.0944020590233,5,Deserts & Xeric Shrublands
511,6,116.75,-26.75,743.6861752299225,5,Deserts & Xeric Shrublands
512,6,116.75,-26.25,707.0578363801552,5,Deserts & Xeric Shrublands
513,6,116.75,-25.75,854.4810006537801,5,Deserts & Xeric Shrublands
514,7,116.75,-25.25,836.2507697491062,5,Deserts & Xeric Shrublands
515,8,116.75,-24.75,935.626808404105,5,Deserts & Xeric Shrublands
516,8,116.75,-24.25,778.1489828816433,5,Deserts & Xeric Shrublands
517,7,116.75,-23.75,1078.204466685793,5,Deserts & Xeric Shrublands
518,7,116.75,-23.25,1208.9528084917777,5,Deserts & Xeric Shrublands
519,6,116.75,-22.75,1081.077258964959,5,Deserts & Xeric Shrublands
520,6,116.75,-22.25,1401.752135375744,5,Deserts & Xeric Shrublands
521,5,116.75,-21.75,1117.6479717697496,5,Deserts & Xeric Shrublands
522,6,116.75,-21.25,1157.4124899358044,5,Deserts & Xeric Shrublands
523,5,116.75,-20.75,969.8570112967134,5,Deserts & Xeric Shrublands
563,13,117.25,-34.75,268.27685305441355,5,Mediterranean Forests
564,14,117.25,-34.25,202.70048401207671,5,Mediterranean Forests
565,15,117.25,-33.75,166.51746275892881,5,Mediterranean Forests
566,9,117.25,-33.25,141.58078699659706,5,Mediterranean Forests
567,8,117.25,-32.75,110.58721109191538,5,Mediterranean Forests
568,6,117.25,-32.25,105.12448334808211,5,Mediterranean Forests
569,7,117.25,-31.75,93.61177250678641,5,Mediterranean Forests
570,7,117.25,-31.25,111.80938325635834,5,Mediterranean Forests
571,8,117.25,-30.75,137.9695317636072,5,Mediterranean Forests
572,7,117.25,-30.25,209.70680326252776,5,Mediterranean Forests
573,9,117.25,-29.75,319.9837722381105,5,Mediterranean Forests
574,9,117.25,-29.25,309.6506498239052,5,Mediterranean Forests
575,8,117.25,-28.75,427.644648025316,5,Mediterranean Forests
576,7,117.25,-28.25,478.884912345787,5,Mediterranean Forests
577,7,117.25,-27.75,702.0119832018248,5,Deserts & Xeric Shrublands
578,8,117.25,-27.25,748.3199078669363,5,Deserts & Xeric Shrublands
579,7,117.25,-26.75,820.5727694874355,5,Deserts & Xeric Shrublands
580,6,117.25,-26.25,875.4296385314609,5,Deserts & Xeric Shrublands
581,6,117.25,-25.75,956.2706661780151,5,Deserts & Xeric Shrublands
582,7,117.25,-25.25,954.045228117012,5,Deserts & Xeric Shrublands
583,7,117.25,-24.75,920.457686975467,5,Deserts & Xeric Shrublands
584,7,117.25,-24.25,875.1972790429382,5,Deserts & Xeric Shrublands
585,7,117.25,-23.75,1142.9100508004526,5,Deserts & Xeric Shrublands
586,7,117.25,-23.25,1097.5549990626896,5,Deserts & Xeric Shrublands
587,7,117.25,-22.75,1089.2737343255237,5,Deserts & Xeric Shrublands
588,6,117.25,-22.25,1212.3497939065317,5,Deserts & Xeric Shrublands
589,5,117.25,-21.75,1163.7036736655439,5,Deserts & Xeric Shrublands
590,6,117.25,-21.25,1087.56654107705,5,Deserts & Xeric Shrublands
591,6,117.25,-20.75,1007.6649642898016,5,Deserts & Xeric Shrublands
631,12,117.75,-34.75,242.60044403359748,5,Mediterranean Forests
632,15,117.75,-34.25,227.90629574974608,5,Mediterranean Forests
633,11,117.75,-33.75,193.0395489860498,5,Mediterranean Forests
634,9,117.75,-33.25,189.11716301578687,5,Mediterranean Forests
635,7,117.75,-32.75,149.5263343675382,5,Mediterranean Forests
636,7,117.75,-32.25,137.53757477794107,5,Mediterranean Forests
637,8,117.75,-31.75,130.0696566822314,5,Mediterranean Forests
638,9,117.75,-31.25,149.13375028927962,5,Mediterranean Forests
639,8,117.75,-30.75,169.55489494818858,5,Mediterranean Forests
640,9,117.75,-30.25,249.76299492597988,5,Mediterranean Forests
641,9,117.75,-29.75,431.36252869191156,5,Mediterranean Forests
642,7,117.75,-29.25,358.3494278649104,5,Mediterranean Forests
643,7,117.75,-28.75,397.71932019137415,5,Deserts & Xeric Shrublands
644,7,117.75,-28.25,397.7246930942595,5,Deserts & Xeric Shrublands
645,6,117.75,-27.75,493.1774963396403,5,Deserts & Xeric Shrublands
646,7,117.75,-27.25,499.3380600301983,5,Deserts & Xeric Shrublands
647,7,117.75,-26.75,777.9735227899422,5,Deserts & Xeric Shrublands
648,7,117.75,-26.25,849.548347778285,5,Deserts & Xeric Shrublands
649,6,117.75,-25.75,934.9893525586659,5,Deserts & Xeric Shrublands
650,6,117.75,-25.25,987.5885218785611,5,Deserts & Xeric Shrublands
651,7,117.75,-24.75,898.526853005039,5,Deserts & Xeric Shrublands
652,7,117.75,-24.25,1125.2280878555105,5,Deserts & Xeric Shrublands
653,7,117.75,-23.75,1228.2484502684802,5,Deserts & Xeric Shrublands
654,8,117.75,-23.25,1048.283565634853,5,Deserts & Xeric Shrublands
655,7,117.75,-22.75,964.0714767383079,5,Deserts & Xeric Shrublands
656,5,117.75,-22.25,994.7330459927347,5,Deserts & Xeric Shrublands
657,5,117.75,-21.75,1021.2921764358698,5,Deserts & Xeric Shrublands
658,6,117.75,-21.25,1208.9367749433773,5,Deserts & Xeric Shrublands
659,6,117.75,-20.75,1066.8045541375104,5,Deserts & Xeric Shrublands
699,10,118.25,-34.75,294.6074971930065,5,Mediterranean Forests
700,16,118.25,-34.25,256.0602350915361,5,Mediterranean Forests
701,11,118.25,-33.75,228.07356730023116,5,Mediterranean Forests
702,8,118.25,-33.25,217.48287311790855,5,Mediterranean Forests
703,8,118.25,-32.75,188.5859500297137,5,Mediterranean Forests
704,8,118.25,-32.25,170.25659650053424,5,Mediterranean Forests
705,10,118.25,-31.75,165.59598887310776,5,Mediterranean Forests
706,10,118.25,-31.25,179.34282619571064,5,Mediterranean Forests
707,10,118.25,-30.75,201.11826715158602,5,Mediterranean Forests
708,9,118.25,-30.25,354.6492402336052,5,Mediterranean Forests
709,7,118.25,-29.75,626.0339071977105,5,Mediterranean Forests
710,7,118.25,-29.25,542.9722906704154,5,Deserts & Xeric Shrublands
711,7,118.25,-28.75,538.429970713333,5,Deserts & Xeric Shrublands
712,6,118.25,-28.25,451.80558002084484,5,Deserts & Xeric Shrublands
713,7,118.25,-27.75,550.4139408401479,5,Deserts & Xeric Shrublands
714,7,118.25,-27.25,536.5604647425155,5,Deserts & Xeric Shrublands
715,7,118.25,-26.75,552.439182836741,5,Deserts & Xeric Shrublands
716,7,118.25,-26.25,689.3219664795669,5,Deserts & Xeric Shrublands
717,6,118.25,-25.75,773.0891893229117,5,Deserts & Xeric Shrublands
718,6,118.25,-25.25,868.2127771954047,5,Deserts & Xeric Shrublands
719,7,118.25,-24.75,913.405790032798,5,Deserts & Xeric Shrublands
720,7,118.25,-24.25,1132.7348137314211,5,Deserts & Xeric Shrublands
721,7,118.25,-23.75,1324.0173770951897,5,Deserts & Xeric Shrublands
722,8,118.25,-23.25,1182.291832034206,5,Deserts & Xeric Shrublands
723,7,118.25,-22.75,986.3259507062955,5,Deserts & Xeric Shrublands
724,8,118.25,-22.25,939.1883142984028,5,Deserts & Xeric Shrublands
725,7,118.25,-21.75,1233.8433021414467,5,Deserts & Xeric Shrublands
726,5,118.25,-21.25,1204.004482917298,5,Deserts & Xeric Shrublands
727,7,118.25,-20.75,1091.6374917702171,5,Deserts & Xeric Shrublands
768,17,118.75,-34.25,296.3962448746406,5,Mediterranean Forests
769,10,118.75,-33.75,274.55041677059626,5,Mediterranean Forests
770,9,118.75,-33.25,254.55193007448918,5,Mediterranean Forests
771,8,118.75,-32.75,236.80719521769495,5,Mediterranean Forests
772,10,118.75,-32.25,220.4824035307023,5,Mediterranean Forests
773,10,118.75,-31.75,251.29989870079183,5,Mediterranean Forests
774,9,118.75,-31.25,208.81482358154875,5,Mediterranean Forests
775,9,118.75,-30.75,294.03823621646757,5,Mediterranean Forests
776,7,118.75,-30.25,521.4326377061118,5,Mediterranean Forests
777,7,118.75,-29.75,786.1915358121751,5,Mediterranean Forests
778,7,118.75,-29.25,718.561753502318,5,Mediterranean Forests
779,7,118.75,-28.75,512.4827909794085,5,Deserts & Xeric Shrublands
780,6,118.75,-28.25,502.68035178283355,5,Deserts & Xeric Shrublands
781,8,118.75,-27.75,615.8345783771853,5,Deserts & Xeric Shrublands
782,7,118.75,-27.25,694.3956815459817,5,Deserts & Xeric Shrublands
783,7,118.75,-26.75,580.423701925005,5,Deserts & Xeric Shrublands
784,7,118.75,-26.25,581.6703731466074,5,Deserts & Xeric Shrublands
785,7,118.75,-25.75,662.666902043665,5,Deserts & Xeric Shrublands
786,6,118.75,-25.25,832.2788408100868,5,Deserts & Xeric Shrublands
787,7,118.75,-24.75,956.486566129384,5,Deserts & Xeric Shrublands
788,7,118.75,-24.25,1116.2547098003454,5,Deserts & Xeric Shrublands
789,7,118.75,-23.75,1100.482916475266,5,Deserts & Xeric Shrublands
790,9,118.75,-23.25,1009.0870555756678,5,Deserts & Xeric Shrublands
791,8,118.75,-22.75,897.8180097384974,5,Deserts & Xeric Shrublands
792,8,118.75,-22.25,928.9252963816106,5,Deserts & Xeric Shrublands
793,7,118.75,-21.75,1023.6735255631768,5,Deserts & Xeric Shrublands
794,5,118.75,-21.25,1023.2510103967599,5,Deserts & Xeric Shrublands
795,7,118.75,-20.75,1069.8230798551094,5,Deserts & Xeric Shrublands
836,14,119.25,-34.25,347.66430676576107,5,Mediterranean Forests
837,13,119.25,-33.75,351.95863310956213,5,Mediterranean Forests
838,11,119.25,-33.25,316.91820044067873,5,Mediterranean Forests
839,10,119.25,-32.75,279.4969023785328,5,Mediterranean Forests
840,10,119.25,-32.25,309.57622098015685,5,Mediterranean Forests
841,10,119.25,-31.75,335.09719388609653,5,Mediterranean Forests
842,9,119.25,-31.25,242.22363472048085,5,Mediterranean Forests
843,8,119.25,-30.75,313.65727541173015,5,Mediterranean Forests
844,7,119.25,-30.25,383.7105530454045,5,Mediterranean Forests
845,7,119.25,-29.75,508.08237176477417,5,Mediterranean Forests
846,5,119.25,-29.25,558.2965596187609,5,Deserts & Xeric Shrublands
847,6,119.25,-28.75,814.111423481695,5,Deserts & Xeric Shrublands
848,6,119.25,-28.25,570.1450701446269,5,Deserts & Xeric Shrublands
849,8,119.25,-27.75,575.5962134777444,5,Deserts & Xeric Shrublands
850,7,119.25,-27.25,733.6661966083468,5,Deserts & Xeric Shrublands
851,8,119.25,-26.75,734.217674900955,5,Deserts & Xeric Shrublands
852,7,119.25,-26.25,700.2338392114068,5,Deserts & Xeric Shrublands
853,7,119.25,-25.75,725.8922547432637,5,Deserts & Xeric Shrublands
854,7,119.25,-25.25,670.2453201022313,5,Deserts & Xeric Shrublands
855,7,119.25,-24.75,947.4471677653362,5,Deserts & Xeric Shrublands
856,7,119.25,-24.25,1027.1500216304719,5,Deserts & Xeric Shrublands
857,8,119.25,-23.75,919.0791165298676,5,Deserts & Xeric Shrublands
858,9,119.25,-23.25,883.2972614169513,5,Deserts & Xeric Shrublands
859,8,119.25,-22.75,896.8825671495746,5,Deserts & Xeric Shrublands
860,8,119.25,-22.25,1004.1550607039858,5,Deserts & Xeric Shrublands
861,7,119.25,-21.75,1024.6304942523834,5,Deserts & Xeric Shrublands
862,5,119.25,-21.25,1221.8610580026682,5,Deserts & Xeric Shrublands
863,7,119.25,-20.75,1057.7028304994826,5,Deserts & Xeric Shrublands
864,8,119.25,-20.25,1099.2985956160678,5,Deserts & Xeric Shrublands
905,13,119.75,-33.75,390.16663073590956,5,Mediterranean Forests
906,11,119.75,-33.25,331.6769226345008,5,Mediterranean Forests
907,10,119.75,-32.75,348.3196656431869,5,Mediterranean Forests
908,11,119.75,-32.25,419.2448306823246,5,Mediterranean Forests
909,9,119.75,-31.75,435.82380340221545,5,Mediterranean Forests
910,9,119.75,-31.25,333.97234270813874,5,Mediterranean Forests
911,7,119.75,-30.75,437.0241850283326,5,Mediterranean Forests
912,7,119.75,-30.25,574.7875839530111,5,Mediterranean Forests
913,7,119.75,-29.75,486.5378838607039,5,Deserts & Xeric Shrublands
914,5,119.75,-29.25,731.2103774593849,5,Deserts & Xeric Shrublands
915,6,119.75,-28.75,724.561706705268,5,Deserts & Xeric Shrublands
916,6,119.75,-28.25,587.869068623783,5,Deserts & Xeric Shrublands
917,7,119.75,-27.75,624.3359681667297,5,Deserts & Xeric Shrublands
918,7,119.75,-27.25,832.8705115666522,5,Deserts & Xeric Shrublands
919,7,119.75,-26.75,721.2360659955456,5,Deserts & Xeric Shrublands
920,7,119.75,-26.25,706.8676205092424,5,Deserts & Xeric Shrublands
921,7,119.75,-25.75,784.8058574668022,5,Deserts & Xeric Shrublands
922,7,119.75,-25.25,804.4556390624832,5,Deserts & Xeric Shrublands
923,7,119.75,-24.75,819.7337594341262,5,Deserts & Xeric Shrublands
924,8,119.75,-24.25,772.6022492216558,5,Deserts & Xeric Shrublands
925,8,119.75,-23.75,770.2949466084835,5,Deserts & Xeric Shrublands
926,9,119.75,-23.25,798.5192505057953,5,Deserts & Xeric Shrublands
927,8,119.75,-22.75,876.9705653959958,5,Deserts & Xeric Shrublands
928,7,119.75,-22.25,889.6395787950632,5,Deserts & Xeric Shrublands
929,7,119.75,-21.75,1048.828099310438,5,Deserts & Xeric Shrublands
930,5,119.75,-21.25,982.0255566970195,5,Deserts & Xeric Shrublands
931,7,119.75,-20.75,1031.3936826452432,5,Deserts & Xeric Shrublands
932,8,119.75,-20.25,1112.2597974991422,5,Deserts & Xeric Shrublands
973,13,120.25,-33.75,388.73664995435234,5,Mediterranean Forests
974,9,120.25,-33.25,469.0203645804868,5,Mediterranean Forests
975,9,120.25,-32.75,595.2481916729299,5,Mediterranean Forests
976,10,120.25,-32.25,609.1237805637161,5,Mediterranean Forests
977,8,120.25,-31.75,622.8777171439799,5,Mediterranean Forests
978,8,120.25,-31.25,410.3139914990379,5,Mediterranean Forests
979,7,120.25,-30.75,504.461871527243,5,Mediterranean Forests
980,7,120.25,-30.25,718.3216294231238,5,Mediterranean Forests
981,7,120.25,-29.75,569.9458468450755,5,Deserts & Xeric Shrublands
982,5,120.25,-29.25,586.1256433208429,5,Deserts & Xeric Shrublands
983,6,120.25,-28.75,768.2228142670832,5,Deserts & Xeric Shrublands
984,6,120.25,-28.25,783.8268036309468,5,Deserts & Xeric Shrublands
985,7,120.25,-27.75,687.5940606699021,5,Deserts & Xeric Shrublands
986,7,120.25,-27.25,735.6152547673324,5,Deserts & Xeric Shrublands
987,7,120.25,-26.75,654.4785712867192,5,Deserts & Xeric Shrublands
988,7,120.25,-26.25,682.0207613825861,5,Deserts & Xeric Shrublands
989,7,120.25,-25.75,763.6788907107182,5,Deserts & Xeric Shrublands
990,8,120.25,-25.25,1005.2903476896148,5,Deserts & Xeric Shrublands
991,7,120.25,-24.75,1292.449061598317,5,Deserts & Xeric Shrublands
992,7,120.25,-24.25,1242.3329999054386,5,Deserts & Xeric Shrublands
993,8,120.25,-23.75,937.2173690629463,5,Deserts & Xeric Shrublands
994,9,120.25,-23.25,877.5288181984112,5,Deserts & Xeric Shrublands
995,8,120.25,-22.75,965.0032790608553,5,Deserts & Xeric Shrublands
996,8,120.25,-22.25,1072.147930766833,5,Deserts & Xeric Shrublands
997,8,120.25,-21.75,1011.2080925100553,5,Deserts & Xeric Shrublands
998,6,120.25,-21.25,1032.251013320559,5,Deserts & Xeric Shrublands
999,7,120.25,-20.75,1120.6430720643555,5,Deserts & Xeric Shrublands
1000,8,120.25,-20.25,1227.362964117369,5,Deserts & Xeric Shrublands
1041,10,120.75,-33.75,403.23925992429383,5,Mediterranean Forests
1042,9,120.75,-33.25,600.0521014785753,5,Mediterranean Forests
1043,9,120.75,-32.75,743.4410531111865,5,Mediterranean Forests
1044,7,120.75,-32.25,791.4283024853536,5,Mediterranean Forests
1045,7,120.75,-31.75,652.6384776571091,5,Mediterranean Forests
1046,7,120.75,-31.25,448.39199960135045,5,Mediterranean Forests
1047,7,120.75,-30.75,544.3125983913557,5,Mediterranean Forests
1048,7,120.75,-30.25,581.0715699692277,5,Mediterranean Forests
1049,5,120.75,-29.75,490.9497295212882,5,Deserts & Xeric Shrublands
1050,5,120.75,-29.25,679.7923133002203,5,Deserts & Xeric Shrublands
1051,6,120.75,-28.75,739.273621865559,5,Deserts & Xeric Shrublands
1052,6,120.75,-28.25,659.6500078278647,5,Deserts & Xeric Shrublands
1053,7,120.75,-27.75,609.8906635594809,5,Deserts & Xeric Shrublands
1054,7,120.75,-27.25,721.4321297117331,5,Deserts & Xeric Shrublands
1055,7,120.75,-26.75,710.4972878400639,5,Deserts & Xeric Shrublands
1056,7,120.75,-26.25,795.1431943118477,5,Deserts & Xeric Shrublands
1057,8,120.75,-25.75,962.5605011769467,5,Deserts & Xeric Shrublands
1058,8,120.75,-25.25,1269.6183818825132,5,Deserts & Xeric Shrublands
1059,8,120.75,-24.75,1919.318326986228,5,Deserts & Xeric Shrublands
1060,7,120.75,-24.25,1817.0077361018025,5,Deserts & Xeric Shrublands
1061,7,120.75,-23.75,1213.0655719875049,5,Deserts & Xeric Shrublands
1062,8,120.75,-23.25,972.7999862087435,5,Deserts & Xeric Shrublands
1063,8,120.75,-22.75,1124.5157544473936,5,Deserts & Xeric Shrublands
1064,8,120.75,-22.25,1499.5454312056254,5,Deserts & Xeric Shrublands
1065,7,120.75,-21.75,1225.9038928868786,5,Deserts & Xeric Shrublands
1066,6,120.75,-21.25,1196.854560888009,5,Deserts & Xeric Shrublands
1067,5,120.75,-20.75,1256.7578344829135,5,Deserts & Xeric Shrublands
1068,8,120.75,-20.25,1390.3540921732235,5,Deserts & Xeric Shrublands
1069,7,120.75,-19.75,1183.4578076059984,5,Tropical & Subtropical Grasslands
1109,10,121.25,-33.75,434.9299246657227,5,Mediterranean Forests
1110,9,121.25,-33.25,582.3302198798896,5,Mediterranean Forests
1111,7,121.25,-32.75,661.9946627109098,5,Mediterranean Forests
1112,7,121.25,-32.25,733.2535477547752,5,Mediterranean Forests
1113,7,121.25,-31.75,743.4186690323993,5,Mediterranean Forests
1114,7,121.25,-31.25,476.2224753333225,5,Mediterranean Forests
1115,7,121.25,-30.75,403.8982977343614,5,Mediterranean Forests
1116,7,121.25,-30.25,480.89478733090044,5,Deserts & Xeric Shrublands
1117,5,121.25,-29.75,621.0568221348825,5,Deserts & Xeric Shrublands
1118,5,121.25,-29.25,626.5681736297358,5,Deserts & Xeric Shrublands
1119,5,121.25,-28.75,603.8894873171822,5,Deserts & Xeric Shrublands
1120,6,121.25,-28.25,650.1348810051139,5,Deserts & Xeric Shrublands
1121,7,121.25,-27.75,776.3797027533951,5,Deserts & Xeric Shrublands
1122,7,121.25,-27.25,761.3266710323494,5,Deserts & Xeric Shrublands
1123,7,121.25,-26.75,782.8257007608719,5,Deserts & Xeric Shrublands
1124,8,121.25,-26.25,900.0600100842279,5,Deserts & Xeric Shrublands
1125,8,121.25,-25.75,1077.8121581202781,5,Deserts & Xeric Shrublands
1126,8,121.25,-25.25,1242.961143594759,5,Deserts & Xeric Shrublands
1127,8,121.25,-24.75,1808.3557169692099,5,Deserts & Xeric Shrublands
1128,7,121.25,-24.25,2190.5812500038737,5,Deserts & Xeric Shrublands
1129,7,121.25,-23.75,1742.6415185022254,5,Deserts & Xeric Shrublands
1130,6,121.25,-23.25,1454.9280089655324,5,Deserts & Xeric Shrublands
